system:index,B3_max,B3_mean,B3_median,B3_min,B3_p5,B3_p95,B3_stdDev,B4_max,B4_mean,B4_median,B4_min,B4_p5,B4_p95,B4_stdDev,B5_max,B5_mean,B5_median,B5_min,B5_p5,B5_p95,B5_stdDev,B6_max,B6_mean,B6_median,B6_min,B6_p5,B6_p95,B6_stdDev,B7_max,B7_mean,B7_median,B7_min,B7_p5,B7_p95,B7_stdDev,B8_max,B8_mean,B8_median,B8_min,B8_p5,B8_p95,B8_stdDev,census_date,country_iso3,latitude_of_centre,longitude_of_centre,plot_area,plot_id,plot_shape,wetmonths_era,.geo
000000000000000000f8_0_0,1818,765.9574468085107,724.0,475,561.0,1158.0,222.05423503191477,1640,777.8085106382979,671.0,338,490.0,1250.0,264.60019123984927,2341,1470.7659574468084,1454.0,695,1120.0,1883.0,275.67805867096826,3110,2092.4893617021276,2049.0,1342,1794.0,2668.0,288.629842630729,3418,2335.936170212766,2301.0,1498,1906.0,3015.0,322.6467935259339,3696,2419.553191489362,2366.0,1556,1860.0,3104.0,356.176970626552,2014,MOZ,-23.931794,32.736671,0.125663706143592,MAR_277,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9_0_0,3254,956.9787234042553,904.0,722,728.0,1240.0,368.93795184727736,3162,1068.0,968.0,678,714.0,1484.0,395.31301898460595,3775,1485.4893617021276,1413.0,1122,1186.0,1753.0,389.2438317110812,4337,2147.9574468085107,2070.0,1685,1725.0,2733.0,416.4299617977111,4609,2403.191489361702,2300.0,1908,1910.0,3077.0,450.2827782106501,4296,2514.0,2454.0,1928,2076.0,3212.0,387.7520594071269,2014,MOZ,-23.93091,32.681526,0.125663706143592,MAR_278,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa_0_0,1818,765.9574468085107,724.0,475,561.0,1158.0,222.05423503191477,1640,777.8085106382979,671.0,338,490.0,1250.0,264.60019123984927,2341,1470.7659574468084,1454.0,695,1120.0,1883.0,275.67805867096826,3110,2092.4893617021276,2049.0,1342,1794.0,2668.0,288.629842630729,3418,2335.936170212766,2301.0,1498,1906.0,3015.0,322.6467935259339,3696,2419.553191489362,2366.0,1556,1860.0,3104.0,356.176970626552,2014,MOZ,-23.930431,32.736034,0.125663706143592,MAR_279,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb_0_0,3254,956.9787234042553,904.0,722,728.0,1240.0,368.93795184727736,3162,1068.0,968.0,678,714.0,1484.0,395.31301898460595,3775,1485.4893617021276,1413.0,1122,1186.0,1753.0,389.2438317110812,4337,2147.9574468085107,2070.0,1685,1725.0,2733.0,416.4299617977111,4609,2403.191489361702,2300.0,1908,1910.0,3077.0,450.2827782106501,4296,2514.0,2454.0,1928,2076.0,3212.0,387.7520594071269,2014,MOZ,-23.926593,32.693907,0.125663706143592,MAR_280,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc_0_0,1818,765.9574468085107,724.0,475,561.0,1158.0,222.05423503191477,1640,777.8085106382979,671.0,338,490.0,1250.0,264.60019123984927,2341,1470.7659574468084,1454.0,695,1120.0,1883.0,275.67805867096826,3110,2092.4893617021276,2049.0,1342,1794.0,2668.0,288.629842630729,3418,2335.936170212766,2301.0,1498,1906.0,3015.0,322.6467935259339,3696,2419.553191489362,2366.0,1556,1860.0,3104.0,356.176970626552,2014,MOZ,-23.925501,32.724962,0.125663706143592,MAR_281,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd_0_0,3254,956.9787234042553,904.0,722,728.0,1240.0,368.93795184727736,3162,1068.0,968.0,678,714.0,1484.0,395.31301898460595,3775,1485.4893617021276,1413.0,1122,1186.0,1753.0,389.2438317110812,4337,2147.9574468085107,2070.0,1685,1725.0,2733.0,416.4299617977111,4609,2403.191489361702,2300.0,1908,1910.0,3077.0,450.2827782106501,4296,2514.0,2454.0,1928,2076.0,3212.0,387.7520594071269,2014,MOZ,-23.924048,32.713194,0.125663706143592,MAR_282,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fe_0_0,3254,956.9787234042553,904.0,722,728.0,1240.0,368.93795184727736,3162,1068.0,968.0,678,714.0,1484.0,395.31301898460595,3775,1485.4893617021276,1413.0,1122,1186.0,1753.0,389.2438317110812,4337,2147.9574468085107,2070.0,1685,1725.0,2733.0,416.4299617977111,4609,2403.191489361702,2300.0,1908,1910.0,3077.0,450.2827782106501,4296,2514.0,2454.0,1928,2076.0,3212.0,387.7520594071269,2014,MOZ,-23.91956,32.717692,0.125663706143592,MAR_283,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff_0_0,3254,956.9787234042553,904.0,722,728.0,1240.0,368.93795184727736,3162,1068.0,968.0,678,714.0,1484.0,395.31301898460595,3775,1485.4893617021276,1413.0,1122,1186.0,1753.0,389.2438317110812,4337,2147.9574468085107,2070.0,1685,1725.0,2733.0,416.4299617977111,4609,2403.191489361702,2300.0,1908,1910.0,3077.0,450.2827782106501,4296,2514.0,2454.0,1928,2076.0,3212.0,387.7520594071269,2014,MOZ,-23.896865,32.717587,0.125663706143592,MAR_288,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100_0_0,3254,956.9787234042553,904.0,722,728.0,1240.0,368.93795184727736,3162,1068.0,968.0,678,714.0,1484.0,395.31301898460595,3775,1485.4893617021276,1413.0,1122,1186.0,1753.0,389.2438317110812,4337,2147.9574468085107,2070.0,1685,1725.0,2733.0,416.4299617977111,4609,2403.191489361702,2300.0,1908,1910.0,3077.0,450.2827782106501,4296,2514.0,2454.0,1928,2076.0,3212.0,387.7520594071269,2014,MOZ,-23.893425,32.713091,0.125663706143592,MAR_289,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101_0_0,1818,765.9574468085107,724.0,475,561.0,1158.0,222.05423503191477,1640,777.8085106382979,671.0,338,490.0,1250.0,264.60019123984927,2341,1470.7659574468084,1454.0,695,1120.0,1883.0,275.67805867096826,3110,2092.4893617021276,2049.0,1342,1794.0,2668.0,288.629842630729,3418,2335.936170212766,2301.0,1498,1906.0,3015.0,322.6467935259339,3696,2419.553191489362,2366.0,1556,1860.0,3104.0,356.176970626552,2014,MOZ,-23.88928,32.722833,0.125663706143592,MAR_290,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102_0_0,2098,750.5714285714286,728.0,352,538.0,1001.0,233.4191290274179,2216,874.3061224489796,846.0,275,584.0,1154.0,273.4132108001854,3292,1151.0816326530612,1115.0,568,870.0,1405.0,361.7351515497522,4286,1712.8367346938776,1677.0,997,1288.0,2080.0,445.25504486428093,4883,1946.8163265306123,1860.0,1145,1449.0,2488.0,515.1311175854873,3906,2121.183673469388,2134.0,1248,1376.0,2552.0,391.32051029081134,2014,MOZ,-23.806092,32.721274,0.125663706143592,MAR_291,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000103_0_0,2098,750.5714285714286,728.0,352,538.0,1001.0,233.4191290274179,2216,874.3061224489796,846.0,275,584.0,1154.0,273.4132108001854,3292,1151.0816326530612,1115.0,568,870.0,1405.0,361.7351515497522,4286,1712.8367346938776,1677.0,997,1288.0,2080.0,445.25504486428093,4883,1946.8163265306123,1860.0,1145,1449.0,2488.0,515.1311175854873,3906,2121.183673469388,2134.0,1248,1376.0,2552.0,391.32051029081134,2014,MOZ,-23.805285,32.722447,0.125663706143592,MAR_292,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104_0_0,2098,750.5714285714286,728.0,352,538.0,1001.0,233.4191290274179,2216,874.3061224489796,846.0,275,584.0,1154.0,273.4132108001854,3292,1151.0816326530612,1115.0,568,870.0,1405.0,361.7351515497522,4286,1712.8367346938776,1677.0,997,1288.0,2080.0,445.25504486428093,4883,1946.8163265306123,1860.0,1145,1449.0,2488.0,515.1311175854873,3906,2121.183673469388,2134.0,1248,1376.0,2552.0,391.32051029081134,2014,MOZ,-23.8019617,32.73200183,0.125663706143592,MAR_293,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000105_0_0,1938,813.0425531914893,755.0,619,638.0,1080.0,207.74226640974067,1888,845.2765957446809,713.0,570,583.0,1244.0,269.27986723676406,2443,1438.5744680851064,1354.0,1098,1175.0,1787.0,245.565932965523,3229,2142.31914893617,2086.0,1810,1885.0,2725.0,265.95257187021554,3497,2402.446808510638,2336.0,2033,2085.0,3094.0,297.5482659585172,3548,2456.340425531915,2428.0,2042,2110.0,3082.0,274.2331106997733,2014,MOZ,-23.799,32.705464,0.125663706143592,MAR_294,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106_0_0,1938,813.0425531914893,755.0,619,638.0,1080.0,207.74226640974067,1888,845.2765957446809,713.0,570,583.0,1244.0,269.27986723676406,2443,1438.5744680851064,1354.0,1098,1175.0,1787.0,245.565932965523,3229,2142.31914893617,2086.0,1810,1885.0,2725.0,265.95257187021554,3497,2402.446808510638,2336.0,2033,2085.0,3094.0,297.5482659585172,3548,2456.340425531915,2428.0,2042,2110.0,3082.0,274.2331106997733,2014,MOZ,-23.794446,32.675256,0.125663706143592,MAR_295,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000107_0_0,2098,750.5714285714286,728.0,352,538.0,1001.0,233.4191290274179,2216,874.3061224489796,846.0,275,584.0,1154.0,273.4132108001854,3292,1151.0816326530612,1115.0,568,870.0,1405.0,361.7351515497522,4286,1712.8367346938776,1677.0,997,1288.0,2080.0,445.25504486428093,4883,1946.8163265306123,1860.0,1145,1449.0,2488.0,515.1311175854873,3906,2121.183673469388,2134.0,1248,1376.0,2552.0,391.32051029081134,2014,MOZ,-23.789794,32.733641,0.125663706143592,MAR_296,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108_0_0,2098,750.5714285714286,728.0,352,538.0,1001.0,233.4191290274179,2216,874.3061224489796,846.0,275,584.0,1154.0,273.4132108001854,3292,1151.0816326530612,1115.0,568,870.0,1405.0,361.7351515497522,4286,1712.8367346938776,1677.0,997,1288.0,2080.0,445.25504486428093,4883,1946.8163265306123,1860.0,1145,1449.0,2488.0,515.1311175854873,3906,2121.183673469388,2134.0,1248,1376.0,2552.0,391.32051029081134,2014,MOZ,-23.788018,32.736267,0.125663706143592,MAR_297,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000109_0_0,1938,813.0425531914893,755.0,619,638.0,1080.0,207.74226640974067,1888,845.2765957446809,713.0,570,583.0,1244.0,269.27986723676406,2443,1438.5744680851064,1354.0,1098,1175.0,1787.0,245.565932965523,3229,2142.31914893617,2086.0,1810,1885.0,2725.0,265.95257187021554,3497,2402.446808510638,2336.0,2033,2085.0,3094.0,297.5482659585172,3548,2456.340425531915,2428.0,2042,2110.0,3082.0,274.2331106997733,2014,MOZ,-23.785231,32.670526,0.125663706143592,MAR_298,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010a_0_0,1938,813.0425531914893,755.0,619,638.0,1080.0,207.74226640974067,1888,845.2765957446809,713.0,570,583.0,1244.0,269.27986723676406,2443,1438.5744680851064,1354.0,1098,1175.0,1787.0,245.565932965523,3229,2142.31914893617,2086.0,1810,1885.0,2725.0,265.95257187021554,3497,2402.446808510638,2336.0,2033,2085.0,3094.0,297.5482659585172,3548,2456.340425531915,2428.0,2042,2110.0,3082.0,274.2331106997733,2014,MOZ,-23.779463,32.674803,0.125663706143592,MAR_299,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010b_0_0,1938,813.0425531914893,755.0,619,638.0,1080.0,207.74226640974067,1888,845.2765957446809,713.0,570,583.0,1244.0,269.27986723676406,2443,1438.5744680851064,1354.0,1098,1175.0,1787.0,245.565932965523,3229,2142.31914893617,2086.0,1810,1885.0,2725.0,265.95257187021554,3497,2402.446808510638,2336.0,2033,2085.0,3094.0,297.5482659585172,3548,2456.340425531915,2428.0,2042,2110.0,3082.0,274.2331106997733,2014,MOZ,-23.7734597,32.70915655,0.125663706143592,MAR_301,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010c_0_0,1938,813.0425531914893,755.0,619,638.0,1080.0,207.74226640974067,1888,845.2765957446809,713.0,570,583.0,1244.0,269.27986723676406,2443,1438.5744680851064,1354.0,1098,1175.0,1787.0,245.565932965523,3229,2142.31914893617,2086.0,1810,1885.0,2725.0,265.95257187021554,3497,2402.446808510638,2336.0,2033,2085.0,3094.0,297.5482659585172,3548,2456.340425531915,2428.0,2042,2110.0,3082.0,274.2331106997733,2014,MOZ,-23.762274,32.714361,0.125663706143592,MAR_302,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010d_0_0,1938,813.0425531914893,755.0,619,638.0,1080.0,207.74226640974067,1888,845.2765957446809,713.0,570,583.0,1244.0,269.27986723676406,2443,1438.5744680851064,1354.0,1098,1175.0,1787.0,245.565932965523,3229,2142.31914893617,2086.0,1810,1885.0,2725.0,265.95257187021554,3497,2402.446808510638,2336.0,2033,2085.0,3094.0,297.5482659585172,3548,2456.340425531915,2428.0,2042,2110.0,3082.0,274.2331106997733,2014,MOZ,-23.7603118,32.7161597,0.125663706143592,MAR_303,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010e_0_0,1938,813.0425531914893,755.0,619,638.0,1080.0,207.74226640974067,1888,845.2765957446809,713.0,570,583.0,1244.0,269.27986723676406,2443,1438.5744680851064,1354.0,1098,1175.0,1787.0,245.565932965523,3229,2142.31914893617,2086.0,1810,1885.0,2725.0,265.95257187021554,3497,2402.446808510638,2336.0,2033,2085.0,3094.0,297.5482659585172,3548,2456.340425531915,2428.0,2042,2110.0,3082.0,274.2331106997733,2014,MOZ,-23.758127,32.676573,0.125663706143592,MAR_305,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010f_0_0,2098,750.5714285714286,728.0,352,538.0,1001.0,233.4191290274179,2216,874.3061224489796,846.0,275,584.0,1154.0,273.4132108001854,3292,1151.0816326530612,1115.0,568,870.0,1405.0,361.7351515497522,4286,1712.8367346938776,1677.0,997,1288.0,2080.0,445.25504486428093,4883,1946.8163265306123,1860.0,1145,1449.0,2488.0,515.1311175854873,3906,2121.183673469388,2134.0,1248,1376.0,2552.0,391.32051029081134,2014,MOZ,-23.758016,32.744318,0.125663706143592,MAR_306,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000110_0_0,1938,813.0425531914893,755.0,619,638.0,1080.0,207.74226640974067,1888,845.2765957446809,713.0,570,583.0,1244.0,269.27986723676406,2443,1438.5744680851064,1354.0,1098,1175.0,1787.0,245.565932965523,3229,2142.31914893617,2086.0,1810,1885.0,2725.0,265.95257187021554,3497,2402.446808510638,2336.0,2033,2085.0,3094.0,297.5482659585172,3548,2456.340425531915,2428.0,2042,2110.0,3082.0,274.2331106997733,2014,MOZ,-23.756472,32.720107,0.125663706143592,MAR_307,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111_0_0,1966,801.6,739.0,578,613.0,1060.0,217.83759495958864,1942,1035.3777777777777,1038.0,715,748.0,1352.0,222.65781308634809,2433,1298.7111111111112,1304.0,958,1010.0,1571.0,251.09207007454654,3140,1788.2222222222222,1670.0,1034,1416.0,2415.0,386.9804984399599,3403,2001.5777777777778,1906.0,1227,1550.0,2736.0,433.1540392613176,3430,2063.5333333333333,1986.0,1230,1672.0,2620.0,363.73125610355015,2014,MOZ,-23.7538085,32.71407531,0.125663706143592,MAR_309,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000112_0_0,1966,801.6,739.0,578,613.0,1060.0,217.83759495958864,1942,1035.3777777777777,1038.0,715,748.0,1352.0,222.65781308634809,2433,1298.7111111111112,1304.0,958,1010.0,1571.0,251.09207007454654,3140,1788.2222222222222,1670.0,1034,1416.0,2415.0,386.9804984399599,3403,2001.5777777777778,1906.0,1227,1550.0,2736.0,433.1540392613176,3430,2063.5333333333333,1986.0,1230,1672.0,2620.0,363.73125610355015,2014,MOZ,-23.748761,32.71492,0.125663706143592,MAR_310,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000113_0_0,1966,801.6,739.0,578,613.0,1060.0,217.83759495958864,1942,1035.3777777777777,1038.0,715,748.0,1352.0,222.65781308634809,2433,1298.7111111111112,1304.0,958,1010.0,1571.0,251.09207007454654,3140,1788.2222222222222,1670.0,1034,1416.0,2415.0,386.9804984399599,3403,2001.5777777777778,1906.0,1227,1550.0,2736.0,433.1540392613176,3430,2063.5333333333333,1986.0,1230,1672.0,2620.0,363.73125610355015,2014,MOZ,-23.748399,32.711126,0.125663706143592,MAR_311,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000114_0_0,1966,801.6,739.0,578,613.0,1060.0,217.83759495958864,1942,1035.3777777777777,1038.0,715,748.0,1352.0,222.65781308634809,2433,1298.7111111111112,1304.0,958,1010.0,1571.0,251.09207007454654,3140,1788.2222222222222,1670.0,1034,1416.0,2415.0,386.9804984399599,3403,2001.5777777777778,1906.0,1227,1550.0,2736.0,433.1540392613176,3430,2063.5333333333333,1986.0,1230,1672.0,2620.0,363.73125610355015,2014,MOZ,-23.748377,32.70874,0.125663706143592,MAR_312,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000115_0_0,1384,806.531914893617,767.0,630,642.0,1038.0,149.74998327905692,1506,847.9574468085107,728.0,532,549.0,1308.0,282.9773284240133,2025,1404.4255319148936,1348.0,1104,1130.0,1852.0,224.6568773476804,3060,2152.744680851064,2141.0,1693,1723.0,2727.0,302.2826962119294,3513,2416.3617021276596,2354.0,1920,1939.0,3084.0,356.876069169732,3496,2508.851063829787,2502.0,1970,2078.0,3154.0,315.01887675444834,2014,MOZ,-23.739614,32.730965,0.125663706143592,MAR_314,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000116_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.543869,32.935952,0.125663706143592,MAR_315,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117_0_0,2918,714.9716981132076,615.5555555555555,345,456.0,1642.0,398.54839098122096,2508,664.4528301886793,542.0,255,402.0,1318.0,367.6304063860022,2582,1095.0849056603774,1019.5,530,770.0,1897.0,355.4586491866457,3369,1880.2830188679245,1817.25,1327,1433.5,2630.0,397.4595684840986,3752,2151.8207547169814,2072.75,1641,1653.857142857143,3065.0,462.47418688128505,3264,2159.3396226415093,2114.8,1432,1668.0,3086.0,401.56650537783526,2014,MOZ,-23.543612,32.898567,0.125663706143592,MAR_316,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000118_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.540683,32.933058,0.125663706143592,MAR_317,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000119_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.536855,32.907947,0.125663706143592,MAR_318,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011a_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.534703,32.921217,0.125663706143592,MAR_319,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011b_0_0,2918,714.9716981132076,615.5555555555555,345,456.0,1642.0,398.54839098122096,2508,664.4528301886793,542.0,255,402.0,1318.0,367.6304063860022,2582,1095.0849056603774,1019.5,530,770.0,1897.0,355.4586491866457,3369,1880.2830188679245,1817.25,1327,1433.5,2630.0,397.4595684840986,3752,2151.8207547169814,2072.75,1641,1653.857142857143,3065.0,462.47418688128505,3264,2159.3396226415093,2114.8,1432,1668.0,3086.0,401.56650537783526,2014,MOZ,-23.530021,32.892622,0.125663706143592,MAR_320,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011c_0_0,2918,714.9716981132076,615.5555555555555,345,456.0,1642.0,398.54839098122096,2508,664.4528301886793,542.0,255,402.0,1318.0,367.6304063860022,2582,1095.0849056603774,1019.5,530,770.0,1897.0,355.4586491866457,3369,1880.2830188679245,1817.25,1327,1433.5,2630.0,397.4595684840986,3752,2151.8207547169814,2072.75,1641,1653.857142857143,3065.0,462.47418688128505,3264,2159.3396226415093,2114.8,1432,1668.0,3086.0,401.56650537783526,2014,MOZ,-23.528636,32.886944,0.125663706143592,MAR_321,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011d_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.522791,32.953266,0.125663706143592,MAR_322,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011e_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.517558,32.96438,0.125663706143592,MAR_324,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011f_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.516842,32.949435,0.125663706143592,MAR_325,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000120_0_0,2918,714.9716981132076,615.5555555555555,345,456.0,1642.0,398.54839098122096,2508,664.4528301886793,542.0,255,402.0,1318.0,367.6304063860022,2582,1095.0849056603774,1019.5,530,770.0,1897.0,355.4586491866457,3369,1880.2830188679245,1817.25,1327,1433.5,2630.0,397.4595684840986,3752,2151.8207547169814,2072.75,1641,1653.857142857143,3065.0,462.47418688128505,3264,2159.3396226415093,2114.8,1432,1668.0,3086.0,401.56650537783526,2014,MOZ,-23.516209,32.886834,0.125663706143592,MAR_326,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000121_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.515204,32.929925,0.125663706143592,MAR_327,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000122_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.512285,32.92488,0.125663706143592,MAR_328,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000123_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.511228,32.956968,0.125663706143592,MAR_329,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000124_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.510773,32.942426,0.125663706143592,MAR_330,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000125_0_0,2918,714.9716981132076,615.5555555555555,345,456.0,1642.0,398.54839098122096,2508,664.4528301886793,542.0,255,402.0,1318.0,367.6304063860022,2582,1095.0849056603774,1019.5,530,770.0,1897.0,355.4586491866457,3369,1880.2830188679245,1817.25,1327,1433.5,2630.0,397.4595684840986,3752,2151.8207547169814,2072.75,1641,1653.857142857143,3065.0,462.47418688128505,3264,2159.3396226415093,2114.8,1432,1668.0,3086.0,401.56650537783526,2014,MOZ,-23.508245,32.89352,0.125663706143592,MAR_331,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
