system:index,B3_max,B3_mean,B3_median,B3_min,B3_p5,B3_p95,B3_stdDev,B4_max,B4_mean,B4_median,B4_min,B4_p5,B4_p95,B4_stdDev,B5_max,B5_mean,B5_median,B5_min,B5_p5,B5_p95,B5_stdDev,B6_max,B6_mean,B6_median,B6_min,B6_p5,B6_p95,B6_stdDev,B7_max,B7_mean,B7_median,B7_min,B7_p5,B7_p95,B7_stdDev,B8_max,B8_mean,B8_median,B8_min,B8_p5,B8_p95,B8_stdDev,census_date,country_iso3,latitude_of_centre,longitude_of_centre,plot_area,plot_id,plot_shape,wetmonths_era,.geo
00000000000000000034_0_0,1924,845.7906976744187,801.25,394,538.0,1270.0,254.50024518099715,1890,929.5813953488372,877.5,333,414.0,1550.0,350.35219705240655,2232,1309.0116279069769,1276.5,694,940.0,1779.0,249.3133124639927,4807,2007.5116279069769,1650.5,809,1172.25,4142.0,907.1333296554418,5876,2293.0697674418607,1779.3333333333333,971,1347.0,4748.0,1114.5141165829782,5861,2455.593023255814,1819.6,1095,1434.0,5000.0,1192.6605335649444,2015,MOZ,-15.304241,36.662298,0.125663706143592,MAR_59,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_0_0,1924,845.7906976744187,801.25,394,538.0,1270.0,254.50024518099715,1890,929.5813953488372,877.5,333,414.0,1550.0,350.35219705240655,2232,1309.0116279069769,1276.5,694,940.0,1779.0,249.3133124639927,4807,2007.5116279069769,1650.5,809,1172.25,4142.0,907.1333296554418,5876,2293.0697674418607,1779.3333333333333,971,1347.0,4748.0,1114.5141165829782,5861,2455.593023255814,1819.6,1095,1434.0,5000.0,1192.6605335649444,2015,MOZ,-15.302446,36.662327,0.125663706143592,MAR_60,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_0_0,1354,736.6144578313254,737.3333333333334,412,481.75,1018.0,164.7894480863676,1670,783.2650602409639,813.0,205,396.0,1150.0,264.8198334734391,1781,1137.566265060241,1156.0,633,692.0,1526.0,265.17760326164876,3841,1747.012048192771,1658.0,676,776.8,3208.0,822.5706619073796,4452,2007.8192771084337,1848.0,789,862.0,3872.0,1006.98658351908,4616,2082.1927710843374,1786.0,786,951.0,3913.0,974.7669657605884,2015,MOZ,-15.175144,36.665955,0.125663706143592,MAR_61,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_0_0,1354,736.6144578313254,737.3333333333334,412,481.75,1018.0,164.7894480863676,1670,783.2650602409639,813.0,205,396.0,1150.0,264.8198334734391,1781,1137.566265060241,1156.0,633,692.0,1526.0,265.17760326164876,3841,1747.012048192771,1658.0,676,776.8,3208.0,822.5706619073796,4452,2007.8192771084337,1848.0,789,862.0,3872.0,1006.98658351908,4616,2082.1927710843374,1786.0,786,951.0,3913.0,974.7669657605884,2015,MOZ,-15.183121,36.668777,0.125663706143592,MAR_62,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_0_0,1354,736.6144578313254,737.3333333333334,412,481.75,1018.0,164.7894480863676,1670,783.2650602409639,813.0,205,396.0,1150.0,264.8198334734391,1781,1137.566265060241,1156.0,633,692.0,1526.0,265.17760326164876,3841,1747.012048192771,1658.0,676,776.8,3208.0,822.5706619073796,4452,2007.8192771084337,1848.0,789,862.0,3872.0,1006.98658351908,4616,2082.1927710843374,1786.0,786,951.0,3913.0,974.7669657605884,2015,MOZ,-15.151132,36.671082,0.125663706143592,MAR_63,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_0_0,1354,736.6144578313254,737.3333333333334,412,481.75,1018.0,164.7894480863676,1670,783.2650602409639,813.0,205,396.0,1150.0,264.8198334734391,1781,1137.566265060241,1156.0,633,692.0,1526.0,265.17760326164876,3841,1747.012048192771,1658.0,676,776.8,3208.0,822.5706619073796,4452,2007.8192771084337,1848.0,789,862.0,3872.0,1006.98658351908,4616,2082.1927710843374,1786.0,786,951.0,3913.0,974.7669657605884,2015,MOZ,-15.149324,36.671117,0.125663706143592,MAR_64,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_0_0,1996,817.6179775280899,772.0,360,532.0,1092.0,251.87483540543766,1842,898.1460674157304,964.5,331,372.0,1332.0,322.64815604136714,2159,1295.3932584269662,1326.0,584,729.0,1723.0,323.25905769447127,4488,2015.7865168539327,1804.0,612,848.0,3701.0,895.8766652663561,5326,2302.629213483146,2054.0,697,881.6666666666666,4344.5,1095.1205195799225,5192,2400.7303370786517,2158.0,624,918.0,4532.5,1158.495845444049,2015,MOZ,-15.246798,36.675191,0.125663706143592,MAR_67,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_0_0,1996,817.6179775280899,772.0,360,532.0,1092.0,251.87483540543766,1842,898.1460674157304,964.5,331,372.0,1332.0,322.64815604136714,2159,1295.3932584269662,1326.0,584,729.0,1723.0,323.25905769447127,4488,2015.7865168539327,1804.0,612,848.0,3701.0,895.8766652663561,5326,2302.629213483146,2054.0,697,881.6666666666666,4344.5,1095.1205195799225,5192,2400.7303370786517,2158.0,624,918.0,4532.5,1158.495845444049,2015,MOZ,-15.244971,36.675229,0.125663706143592,MAR_68,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_0_0,1996,817.6179775280899,772.0,360,532.0,1092.0,251.87483540543766,1842,898.1460674157304,964.5,331,372.0,1332.0,322.64815604136714,2159,1295.3932584269662,1326.0,584,729.0,1723.0,323.25905769447127,4488,2015.7865168539327,1804.0,612,848.0,3701.0,895.8766652663561,5326,2302.629213483146,2054.0,697,881.6666666666666,4344.5,1095.1205195799225,5192,2400.7303370786517,2158.0,624,918.0,4532.5,1158.495845444049,2015,MOZ,-15.261528,36.679144,0.125663706143592,MAR_69,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_0_0,1996,817.6179775280899,772.0,360,532.0,1092.0,251.87483540543766,1842,898.1460674157304,964.5,331,372.0,1332.0,322.64815604136714,2159,1295.3932584269662,1326.0,584,729.0,1723.0,323.25905769447127,4488,2015.7865168539327,1804.0,612,848.0,3701.0,895.8766652663561,5326,2302.629213483146,2054.0,697,881.6666666666666,4344.5,1095.1205195799225,5192,2400.7303370786517,2158.0,624,918.0,4532.5,1158.495845444049,2015,MOZ,-15.256741,36.68744,0.125663706143592,MAR_71,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040_0_0,1996,817.6179775280899,772.0,360,532.0,1092.0,251.87483540543766,1842,898.1460674157304,964.5,331,372.0,1332.0,322.64815604136714,2159,1295.3932584269662,1326.0,584,729.0,1723.0,323.25905769447127,4488,2015.7865168539327,1804.0,612,848.0,3701.0,895.8766652663561,5326,2302.629213483146,2054.0,697,881.6666666666666,4344.5,1095.1205195799225,5192,2400.7303370786517,2158.0,624,918.0,4532.5,1158.495845444049,2015,MOZ,-15.257016,36.69015,0.125663706143592,MAR_72,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049_0_0,1996,817.6179775280899,772.0,360,532.0,1092.0,251.87483540543766,1842,898.1460674157304,964.5,331,372.0,1332.0,322.64815604136714,2159,1295.3932584269662,1326.0,584,729.0,1723.0,323.25905769447127,4488,2015.7865168539327,1804.0,612,848.0,3701.0,895.8766652663561,5326,2302.629213483146,2054.0,697,881.6666666666666,4344.5,1095.1205195799225,5192,2400.7303370786517,2158.0,624,918.0,4532.5,1158.495845444049,2015,MOZ,-15.266153,36.699615,0.125663706143592,MAR_84,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_0_0,1996,817.6179775280899,772.0,360,532.0,1092.0,251.87483540543766,1842,898.1460674157304,964.5,331,372.0,1332.0,322.64815604136714,2159,1295.3932584269662,1326.0,584,729.0,1723.0,323.25905769447127,4488,2015.7865168539327,1804.0,612,848.0,3701.0,895.8766652663561,5326,2302.629213483146,2054.0,697,881.6666666666666,4344.5,1095.1205195799225,5192,2400.7303370786517,2158.0,624,918.0,4532.5,1158.495845444049,2015,MOZ,-15.264351,36.699651,0.125663706143592,MAR_85,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e_0_0,1996,817.6179775280899,772.0,360,532.0,1092.0,251.87483540543766,1842,898.1460674157304,964.5,331,372.0,1332.0,322.64815604136714,2159,1295.3932584269662,1326.0,584,729.0,1723.0,323.25905769447127,4488,2015.7865168539327,1804.0,612,848.0,3701.0,895.8766652663561,5326,2302.629213483146,2054.0,697,881.6666666666666,4344.5,1095.1205195799225,5192,2400.7303370786517,2158.0,624,918.0,4532.5,1158.495845444049,2015,MOZ,-15.25975,36.707569,0.125663706143592,MAR_90,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f_0_0,1996,817.6179775280899,772.0,360,532.0,1092.0,251.87483540543766,1842,898.1460674157304,964.5,331,372.0,1332.0,322.64815604136714,2159,1295.3932584269662,1326.0,584,729.0,1723.0,323.25905769447127,4488,2015.7865168539327,1804.0,612,848.0,3701.0,895.8766652663561,5326,2302.629213483146,2054.0,697,881.6666666666666,4344.5,1095.1205195799225,5192,2400.7303370786517,2158.0,624,918.0,4532.5,1158.495845444049,2015,MOZ,-15.261564,36.707556,0.125663706143592,MAR_91,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053_0_0,1996,817.6179775280899,772.0,360,532.0,1092.0,251.87483540543766,1842,898.1460674157304,964.5,331,372.0,1332.0,322.64815604136714,2159,1295.3932584269662,1326.0,584,729.0,1723.0,323.25905769447127,4488,2015.7865168539327,1804.0,612,848.0,3701.0,895.8766652663561,5326,2302.629213483146,2054.0,697,881.6666666666666,4344.5,1095.1205195799225,5192,2400.7303370786517,2158.0,624,918.0,4532.5,1158.495845444049,2015,MOZ,-15.253377,36.754705,0.125663706143592,MAR_97,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054_0_0,1996,817.6179775280899,772.0,360,532.0,1092.0,251.87483540543766,1842,898.1460674157304,964.5,331,372.0,1332.0,322.64815604136714,2159,1295.3932584269662,1326.0,584,729.0,1723.0,323.25905769447127,4488,2015.7865168539327,1804.0,612,848.0,3701.0,895.8766652663561,5326,2302.629213483146,2054.0,697,881.6666666666666,4344.5,1095.1205195799225,5192,2400.7303370786517,2158.0,624,918.0,4532.5,1158.495845444049,2015,MOZ,-15.222133,36.755998,0.125663706143592,MAR_99,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060_0_0,2524,838.9302325581396,780.0,480,500.0,1330.0,366.25651167154206,3230,966.1627906976744,752.0,449,490.0,1664.0,501.00071625221784,3356,1410.9302325581396,1269.0,1000,1022.0,1955.0,422.43625611604574,3420,1915.6046511627908,1842.0,1005,1305.0,3168.0,573.8971279478048,3817,2129.232558139535,2079.0,1165,1394.0,3515.0,651.5724035588848,3672,2175.093023255814,2073.0,1122,1398.0,3414.0,581.0824227631983,2015,MOZ,-15.063113,36.99339,0.125663706143592,MAR_119,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061_0_0,2524,838.9302325581396,780.0,480,500.0,1330.0,366.25651167154206,3230,966.1627906976744,752.0,449,490.0,1664.0,501.00071625221784,3356,1410.9302325581396,1269.0,1000,1022.0,1955.0,422.43625611604574,3420,1915.6046511627908,1842.0,1005,1305.0,3168.0,573.8971279478048,3817,2129.232558139535,2079.0,1165,1394.0,3515.0,651.5724035588848,3672,2175.093023255814,2073.0,1122,1398.0,3414.0,581.0824227631983,2015,MOZ,-15.061309,36.993413,0.125663706143592,MAR_120,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062_0_0,2524,838.9302325581396,780.0,480,500.0,1330.0,366.25651167154206,3230,966.1627906976744,752.0,449,490.0,1664.0,501.00071625221784,3356,1410.9302325581396,1269.0,1000,1022.0,1955.0,422.43625611604574,3420,1915.6046511627908,1842.0,1005,1305.0,3168.0,573.8971279478048,3817,2129.232558139535,2079.0,1165,1394.0,3515.0,651.5724035588848,3672,2175.093023255814,2073.0,1122,1398.0,3414.0,581.0824227631983,2015,MOZ,-15.095333,36.995054,0.125663706143592,MAR_121,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063_0_0,2524,838.9302325581396,780.0,480,500.0,1330.0,366.25651167154206,3230,966.1627906976744,752.0,449,490.0,1664.0,501.00071625221784,3356,1410.9302325581396,1269.0,1000,1022.0,1955.0,422.43625611604574,3420,1915.6046511627908,1842.0,1005,1305.0,3168.0,573.8971279478048,3817,2129.232558139535,2079.0,1165,1394.0,3515.0,651.5724035588848,3672,2175.093023255814,2073.0,1122,1398.0,3414.0,581.0824227631983,2015,MOZ,-15.092912,37.006439,0.125663706143592,MAR_122,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064_0_0,1518,685.3684210526316,611.0,496,508.0,1206.0,214.5479238639913,1328,648.7631578947369,594.5,377,391.0,1212.0,221.03481914449193,1902,1059.8157894736842,971.0,834,850.0,1598.0,225.2280546308515,2317,1744.1315789473683,1733.0,1159,1310.0,2253.0,257.0818189494333,2535,1976.2105263157894,1958.5,1348,1495.0,2449.0,261.02078540896343,3100,2260.8947368421054,2235.0,1284,1582.0,2864.0,345.4021903957672,2015,MOZ,-13.408128,37.383515,0.125663706143592,MAR_123,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.407528,37.400956,0.125663706143592,MAR_124,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066_0_0,1518,685.3684210526316,611.0,496,508.0,1206.0,214.5479238639913,1328,648.7631578947369,594.5,377,391.0,1212.0,221.03481914449193,1902,1059.8157894736842,971.0,834,850.0,1598.0,225.2280546308515,2317,1744.1315789473683,1733.0,1159,1310.0,2253.0,257.0818189494333,2535,1976.2105263157894,1958.5,1348,1495.0,2449.0,261.02078540896343,3100,2260.8947368421054,2235.0,1284,1582.0,2864.0,345.4021903957672,2015,MOZ,-13.405948,37.385143,0.125663706143592,MAR_125,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.405359,37.402568,0.125663706143592,MAR_126,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.394995,37.39837,0.125663706143592,MAR_127,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.392806,37.399996,0.125663706143592,MAR_128,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.389484,37.414367,0.125663706143592,MAR_129,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.38732,37.416009,0.125663706143592,MAR_130,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c_0_0,1518,685.3684210526316,611.0,496,508.0,1206.0,214.5479238639913,1328,648.7631578947369,594.5,377,391.0,1212.0,221.03481914449193,1902,1059.8157894736842,971.0,834,850.0,1598.0,225.2280546308515,2317,1744.1315789473683,1733.0,1159,1310.0,2253.0,257.0818189494333,2535,1976.2105263157894,1958.5,1348,1495.0,2449.0,261.02078540896343,3100,2260.8947368421054,2235.0,1284,1582.0,2864.0,345.4021903957672,2015,MOZ,-13.378111,37.380545,0.125663706143592,MAR_131,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d_0_0,1518,685.3684210526316,611.0,496,508.0,1206.0,214.5479238639913,1328,648.7631578947369,594.5,377,391.0,1212.0,221.03481914449193,1902,1059.8157894736842,971.0,834,850.0,1598.0,225.2280546308515,2317,1744.1315789473683,1733.0,1159,1310.0,2253.0,257.0818189494333,2535,1976.2105263157894,1958.5,1348,1495.0,2449.0,261.02078540896343,3100,2260.8947368421054,2235.0,1284,1582.0,2864.0,345.4021903957672,2015,MOZ,-13.375935,37.382164,0.125663706143592,MAR_132,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.374807,37.406821,0.125663706143592,MAR_133,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.373121,37.410778,0.125663706143592,MAR_134,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.371005,37.410883,0.125663706143592,MAR_135,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.370005,37.410789,0.125663706143592,MAR_136,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.369503,37.427826,0.125663706143592,MAR_137,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.367764,37.414477,0.125663706143592,MAR_138,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.366429,37.427873,0.125663706143592,MAR_139,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.364697,37.414471,0.125663706143592,MAR_140,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076_0_0,1518,685.3684210526316,611.0,496,508.0,1206.0,214.5479238639913,1328,648.7631578947369,594.5,377,391.0,1212.0,221.03481914449193,1902,1059.8157894736842,971.0,834,850.0,1598.0,225.2280546308515,2317,1744.1315789473683,1733.0,1159,1310.0,2253.0,257.0818189494333,2535,1976.2105263157894,1958.5,1348,1495.0,2449.0,261.02078540896343,3100,2260.8947368421054,2235.0,1284,1582.0,2864.0,345.4021903957672,2015,MOZ,-13.362556,37.386087,0.125663706143592,MAR_141,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_0_0,1518,685.3684210526316,611.0,496,508.0,1206.0,214.5479238639913,1328,648.7631578947369,594.5,377,391.0,1212.0,221.03481914449193,1902,1059.8157894736842,971.0,834,850.0,1598.0,225.2280546308515,2317,1744.1315789473683,1733.0,1159,1310.0,2253.0,257.0818189494333,2535,1976.2105263157894,1958.5,1348,1495.0,2449.0,261.02078540896343,3100,2260.8947368421054,2235.0,1284,1582.0,2864.0,345.4021903957672,2015,MOZ,-13.360803,37.391229,0.125663706143592,MAR_142,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078_0_0,1518,685.3684210526316,611.0,496,508.0,1206.0,214.5479238639913,1328,648.7631578947369,594.5,377,391.0,1212.0,221.03481914449193,1902,1059.8157894736842,971.0,834,850.0,1598.0,225.2280546308515,2317,1744.1315789473683,1733.0,1159,1310.0,2253.0,257.0818189494333,2535,1976.2105263157894,1958.5,1348,1495.0,2449.0,261.02078540896343,3100,2260.8947368421054,2235.0,1284,1582.0,2864.0,345.4021903957672,2015,MOZ,-13.360388,37.387721,0.125663706143592,MAR_143,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.360155,37.421975,0.125663706143592,MAR_144,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a_0_0,1518,685.3684210526316,611.0,496,508.0,1206.0,214.5479238639913,1328,648.7631578947369,594.5,377,391.0,1212.0,221.03481914449193,1902,1059.8157894736842,971.0,834,850.0,1598.0,225.2280546308515,2317,1744.1315789473683,1733.0,1159,1310.0,2253.0,257.0818189494333,2535,1976.2105263157894,1958.5,1348,1495.0,2449.0,261.02078540896343,3100,2260.8947368421054,2235.0,1284,1582.0,2864.0,345.4021903957672,2015,MOZ,-13.35776,37.391256,0.125663706143592,MAR_145,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.357089,37.421982,0.125663706143592,MAR_146,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.340217,37.433666,0.125663706143592,MAR_147,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.337872,37.395294,0.125663706143592,MAR_148,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.336734,37.433706,0.125663706143592,MAR_149,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
