plot_id,UMAP1,UMAP2,UMAP3,perturbation,singularity,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,lineage2,lineage3,lineage4,lineage5,lineage6,lineage7,lineage8,country_iso3,plot_shape,plot_area,latitude_of_centre,longitude_of_centre,census_date,fire_frequency,EVI_mean,EVI_median,EVI_max,EVI_min,EVI_stdDev,EVI_p5,EVI_p95,B9_mean,B9_median,B9_max,B9_min,B9_stdDev,B9_p5,B9_p95,B11_mean,B11_median,B11_max,B11_min,B11_stdDev,B11_p5,B11_p95,B12_mean,B12_median,B12_max,B12_min,B12_stdDev,B12_p5,B12_p95,B1_mean,B1_median,B1_max,B1_min,B1_stdDev,B1_p5,B1_p95,B2_mean,B2_median,B2_max,B2_min,B2_stdDev,B2_p5,B2_p95,B3_mean,B3_median,B3_max,B3_min,B3_stdDev,B3_p5,B3_p95,B4_mean,B4_median,B4_max,B4_min,B4_stdDev,B4_p5,B4_p95,B5_mean,B5_median,B5_max,B5_min,B5_stdDev,B5_p5,B5_p95,B6_mean,B6_median,B6_max,B6_min,B6_stdDev,B6_p5,B6_p95,B7_mean,B7_median,B7_max,B7_min,B7_stdDev,B7_p5,B7_p95,B8_mean,B8_median,B8_max,B8_min,B8_stdDev,B8_p5,B8_p95,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Greenup,MidGreenup,Peak,Maturity,Senescence,MidGreendown,Dormancy,EVI_Minimum,EVI_Amplitude,EVI_Area,tpi,hnd,bd_mean_0_20,bd_mean_20_50,bd_stdev_0_20,bd_stdev_20_50,calcium_extractable_mean_0_20,calcium_extractable_mean_20_50,calcium_extractable_stdev_0_20,calcium_extractable_stdev_20_50,cec_mean_0_20,cec_mean_20_50,cec_stdev_0_20,cec_stdev_20_50,clay_mean_0_20,clay_mean_20_50,clay_stdev_0_20,clay_stdev_20_50,iron_extractable_mean_0_20,iron_extractable_mean_20_50,iron_extractable_stdev_0_20,iron_extractable_stdev_20_50,magnesium_extractable_mean_0_20,magnesium_extractable_mean_20_50,magnesium_extractable_stdev_0_20,magnesium_extractable_stdev_20_50,nitrogen_total_mean_0_20,nitrogen_total_mean_20_50,nitrogen_total_stdev_0_20,nitrogen_total_stdev_20_50,ph_mean_0_20,ph_mean_20_50,ph_stdev_0_20,ph_stdev_20_50,phosphorus_extractable_mean_0_20,phosphorus_extractable_mean_20_50,phosphorus_extractable_stdev_0_20,phosphorus_extractable_stdev_20_50,potassium_extractable_mean_0_20,potassium_extractable_mean_20_50,potassium_extractable_stdev_0_20,potassium_extractable_stdev_20_50,sand_mean_0_20,sand_mean_20_50,sand_stdev_0_20,sand_stdev_20_50,silt_mean_0_20,silt_mean_20_50,silt_stdev_0_20,silt_stdev_20_50,soc_mean_0_20,soc_mean_20_50,soc_stdev_0_20,soc_stdev_20_50,sulfur_extractable_mean_0_20,sulfur_extractable_mean_20_50,sulfur_extractable_stdev_0_20,sulfur_extractable_stdev_20_50,zinc_extractable_mean_0_20,zinc_extractable_mean_20_50,zinc_extractable_stdev_0_20,zinc_extractable_stdev_20_50
MAR_24,-1.2339071,-1.2531911,0.8437886,0.4,0.8,0,0,0,1,1,1,0,8,0,0.0,0.0,0,0,0,0,MOZ,circle,0.125663706143592,-15.1794,36.600052,2015,9.0,0.2461493953869524,0.1724698991213797,0.7963402236529991,0.0497857050088748,0.2019105652816299,0.0650821724120375,0.6543275229704693,2236.590361445783,2037.0,4545.0,1057.0,922.40462381082,1160.5,3783.0,2251.0361445783133,2115.0,3702.0,1246.0,499.598258984473,1426.5,3046.0,1655.7469879518071,1764.5,2505.0,521.0,479.5557895198554,929.0,2375.0,467.0963855421687,452.0,966.0,145.0,192.87761363713875,205.5,738.0,542.2530120481928,522.0,1284.0,223.0,186.7854154011769,315.6666666666667,870.0,736.6144578313254,737.3333333333334,1354.0,412.0,164.7894480863676,481.75,1018.0,783.2650602409639,813.0,1670.0,205.0,264.8198334734391,396.0,1150.0,1137.566265060241,1156.0,1781.0,633.0,265.1776032616488,692.0,1526.0,1747.012048192771,1658.0,3841.0,676.0,822.5706619073796,776.8,3208.0,2007.8192771084337,1848.0,4452.0,789.0,1006.98658351908,862.0,3872.0,2082.192771084337,1786.0,4616.0,786.0,974.7669657605884,951.0,3913.0,234.0,124.0,60.0,2367.0,336.0,132.0,204.0,252.0,213.0,259.0,199.0,1162.0,251.0,9.0,99.0,716.0,31.0,338.0,35.0,17125.81818181818,17154.0,17220.272727272728,17191.636363636364,17256.363636363636,17304.272727272728,17353.81818181818,1200.0,4865.090909090909,322.8181818181818,0.0,12.299988,133.0,135.0,4.0,4.0,70.0,70.0,1.0,1.0,26.0,26.0,1.0,1.0,24.0,28.0,1.0,2.0,43.0,33.0,4.0,4.0,55.0,55.0,3.0,4.0,73.0,54.0,9.0,6.0,60.0,60.0,1.0,1.0,26.0,24.0,2.0,2.0,47.0,44.0,2.0,3.0,54.0,50.0,5.0,6.0,16.0,15.0,2.0,2.0,24.0,19.0,1.0,1.0,14.0,11.0,5.0,7.0,11.0,10.0,2.0,2.0
MAR_240,0.7443248,1.5960567,1.6851174,0.5333333333333333,0.2,1,1,1,0,5,2,2,2,1,1.0,1.0,1,1.1,1.1,1.1,MOZ,circle,0.125663706143592,-13.121796,37.471373,2015,0.0,0.3024603047896678,0.2871957049349121,0.5135471385125794,0.1147381345526906,0.1128064366773127,0.1327113618283069,0.4928845538855133,2553.711111111111,2419.0,4547.0,1241.0,596.933892569994,1910.0,3593.0,2467.3555555555554,2346.0,3618.0,1234.0,529.7911184002635,1612.0,3369.0,1706.3777777777775,1439.0,2794.0,703.0,594.7189920510128,1031.0,2572.0,560.6222222222223,482.0,1978.0,232.0,364.5499684627237,252.0,1334.0,576.5333333333333,499.0,1814.0,173.0,308.9706638357614,292.0,1278.0,790.8444444444444,731.0,1660.0,377.0,297.3917697101889,508.0,1654.0,812.2888888888889,723.0,1828.0,300.0,356.18182761194834,366.0,1416.0,1319.6666666666667,1315.0,2126.0,704.0,315.03862197091536,914.0,1913.0,2014.111111111111,1943.0,3359.0,1073.0,445.2038345757904,1457.0,2788.0,2283.5777777777776,2244.0,3760.0,1180.0,512.4660417536145,1602.0,3175.0,2358.4222222222224,2313.0,3638.0,1232.0,492.07806466900666,1688.0,3183.0,240.0,110.0,60.0,2012.0,329.0,147.0,182.0,250.0,211.0,263.0,211.0,1140.0,287.0,1.0,112.0,753.0,4.0,289.0,4.0,17105.363636363636,17148.81818181818,17221.363636363636,17190.0,17257.090909090908,17306.727272727272,17373.454545454544,1926.090909090909,3015.181818181818,229.54545454545453,-5.0,7.699951,140.0,142.0,1.0,1.0,63.0,61.0,1.0,1.0,24.0,25.0,1.0,1.0,20.0,26.0,1.0,2.0,42.0,31.0,4.0,4.0,48.0,48.0,2.0,2.0,56.0,40.0,6.0,9.0,57.0,57.0,0.0,1.0,23.0,20.0,1.0,1.0,44.0,42.0,2.0,1.0,66.0,62.0,4.0,5.0,11.0,9.0,3.0,3.0,21.0,15.0,1.0,2.0,14.0,10.0,4.0,5.0,10.0,8.0,3.0,2.0
MAR_241,0.7440091,2.3587961,2.01929,0.3333333333333333,0.8,1,1,1,0,5,2,2,2,1,1.0,1.0,1,1.1,1.1,1.1,MOZ,circle,0.125663706143592,-13.115447,37.46112,2015,0.0,0.3024603047896678,0.2871957049349121,0.5135471385125794,0.1147381345526906,0.1128064366773127,0.1327113618283069,0.4928845538855133,2553.711111111111,2419.0,4547.0,1241.0,596.933892569994,1910.0,3593.0,2467.3555555555554,2346.0,3618.0,1234.0,529.7911184002635,1612.0,3369.0,1706.3777777777775,1439.0,2794.0,703.0,594.7189920510128,1031.0,2572.0,560.6222222222223,482.0,1978.0,232.0,364.5499684627237,252.0,1334.0,576.5333333333333,499.0,1814.0,173.0,308.9706638357614,292.0,1278.0,790.8444444444444,731.0,1660.0,377.0,297.3917697101889,508.0,1654.0,812.2888888888889,723.0,1828.0,300.0,356.18182761194834,366.0,1416.0,1319.6666666666667,1315.0,2126.0,704.0,315.03862197091536,914.0,1913.0,2014.111111111111,1943.0,3359.0,1073.0,445.2038345757904,1457.0,2788.0,2283.5777777777776,2244.0,3760.0,1180.0,512.4660417536145,1602.0,3175.0,2358.4222222222224,2313.0,3638.0,1232.0,492.07806466900666,1688.0,3183.0,240.0,110.0,60.0,2012.0,329.0,147.0,182.0,250.0,211.0,263.0,211.0,1140.0,287.0,1.0,112.0,753.0,4.0,289.0,4.0,17105.363636363636,17148.81818181818,17221.363636363636,17190.0,17257.090909090908,17306.727272727272,17373.454545454544,1926.090909090909,3015.181818181818,229.54545454545453,-5.0,7.699951,140.0,142.0,1.0,1.0,63.0,61.0,1.0,1.0,24.0,25.0,1.0,1.0,20.0,26.0,1.0,2.0,42.0,31.0,4.0,4.0,48.0,48.0,2.0,2.0,56.0,40.0,6.0,9.0,57.0,57.0,0.0,1.0,23.0,20.0,1.0,1.0,44.0,42.0,2.0,1.0,66.0,62.0,4.0,5.0,11.0,9.0,3.0,3.0,21.0,15.0,1.0,2.0,14.0,10.0,4.0,5.0,10.0,8.0,3.0,2.0
MAR_242,-0.0873789,2.8818624,1.258609,1.0,0.0,1,1,1,0,2,0,1,0,1,1.0,1.0,1,1,1,1,MOZ,circle,0.125663706143592,-13.113615,37.460981,2015,0.0,0.3024603047896678,0.2871957049349121,0.5135471385125794,0.1147381345526906,0.1128064366773127,0.1327113618283069,0.4928845538855133,2553.711111111111,2419.0,4547.0,1241.0,596.933892569994,1910.0,3593.0,2467.3555555555554,2346.0,3618.0,1234.0,529.7911184002635,1612.0,3369.0,1706.3777777777775,1439.0,2794.0,703.0,594.7189920510128,1031.0,2572.0,560.6222222222223,482.0,1978.0,232.0,364.5499684627237,252.0,1334.0,576.5333333333333,499.0,1814.0,173.0,308.9706638357614,292.0,1278.0,790.8444444444444,731.0,1660.0,377.0,297.3917697101889,508.0,1654.0,812.2888888888889,723.0,1828.0,300.0,356.18182761194834,366.0,1416.0,1319.6666666666667,1315.0,2126.0,704.0,315.03862197091536,914.0,1913.0,2014.111111111111,1943.0,3359.0,1073.0,445.2038345757904,1457.0,2788.0,2283.5777777777776,2244.0,3760.0,1180.0,512.4660417536145,1602.0,3175.0,2358.4222222222224,2313.0,3638.0,1232.0,492.07806466900666,1688.0,3183.0,240.0,110.0,60.0,2012.0,329.0,147.0,182.0,250.0,211.0,263.0,211.0,1140.0,287.0,1.0,112.0,753.0,4.0,289.0,4.0,17105.363636363636,17148.81818181818,17221.363636363636,17190.0,17257.090909090908,17306.727272727272,17373.454545454544,1926.090909090909,3015.181818181818,229.54545454545453,-5.0,7.699951,140.0,142.0,1.0,1.0,63.0,61.0,1.0,1.0,24.0,25.0,1.0,1.0,20.0,26.0,1.0,2.0,42.0,31.0,4.0,4.0,48.0,48.0,2.0,2.0,56.0,40.0,6.0,9.0,57.0,57.0,0.0,1.0,23.0,20.0,1.0,1.0,44.0,42.0,2.0,1.0,66.0,62.0,4.0,5.0,11.0,9.0,3.0,3.0,21.0,15.0,1.0,2.0,14.0,10.0,4.0,5.0,10.0,8.0,3.0,2.0
MAR_243,-4.505385,-5.3343,0.4027732,0.3333333333333333,0.0666666666666666,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1,MOZ,circle,0.125663706143592,-24.00767,32.842999,2014,0.0,0.3022820225385,0.3216019280632481,0.4863032177581338,0.1323136994861833,0.1116917960610184,0.1388426146715788,0.4798485829606352,2850.043478260869,2819.5,4545.0,2315.0,409.0338009059329,2349.0,3470.0,3087.413043478261,3091.5,4272.0,2581.0,338.22205055561074,2607.0,3521.0,2554.021739130435,2579.0,3621.0,1901.0,409.24981682450215,1997.0,3223.0,640.1739130434783,596.5,1739.0,435.0,222.30025761762403,450.0,786.0,627.8913043478261,594.0,1328.0,436.0,163.3376375408592,444.0,952.0,872.9565217391304,856.0,1604.0,622.0,177.06384951562802,665.0,1136.0,979.9782608695652,935.5,1986.0,588.0,290.50828687801913,618.0,1338.0,1668.2391304347825,1660.5,2475.0,1315.0,217.7935984189787,1388.0,1860.0,2313.891304347826,2283.5,3610.0,1816.0,370.8579493822912,1847.0,2879.0,2586.1521739130435,2542.0,4052.0,1923.0,443.4577067913757,1995.0,3269.0,2637.086956521739,2672.0,3846.0,1946.0,427.2906976107142,1964.0,3320.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,16957.444444444445,16986.777777777777,17054.666666666668,17029.88888888889,17084.0,17157.333333333332,17215.666666666668,1951.6666666666667,2309.8888888888887,152.22222222222223,2.0,3.2999954,144.0,146.0,4.0,4.0,67.0,67.0,1.0,1.0,22.0,21.0,1.0,2.0,16.0,20.0,4.0,3.0,43.0,31.0,4.0,4.0,54.0,54.0,1.0,1.0,55.0,42.0,8.0,11.0,68.0,68.0,1.0,1.0,24.0,21.0,2.0,1.0,45.0,44.0,2.0,2.0,72.0,68.0,5.0,4.0,12.0,11.0,2.0,2.0,19.0,15.0,1.0,1.0,15.0,11.0,3.0,6.0,14.0,14.0,3.0,3.0
MAR_244,-4.910529,-5.704474,-0.0015600596,0.6,0.2666666666666666,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1,MOZ,circle,0.125663706143592,-24.002431,32.871749,2014,0.0,0.3022820225385,0.3216019280632481,0.4863032177581338,0.1323136994861833,0.1116917960610184,0.1388426146715788,0.4798485829606352,2850.043478260869,2819.5,4545.0,2315.0,409.0338009059329,2349.0,3470.0,3087.413043478261,3091.5,4272.0,2581.0,338.22205055561074,2607.0,3521.0,2554.021739130435,2579.0,3621.0,1901.0,409.24981682450215,1997.0,3223.0,640.1739130434783,596.5,1739.0,435.0,222.30025761762403,450.0,786.0,627.8913043478261,594.0,1328.0,436.0,163.3376375408592,444.0,952.0,872.9565217391304,856.0,1604.0,622.0,177.06384951562802,665.0,1136.0,979.9782608695652,935.5,1986.0,588.0,290.50828687801913,618.0,1338.0,1668.2391304347825,1660.5,2475.0,1315.0,217.7935984189787,1388.0,1860.0,2313.891304347826,2283.5,3610.0,1816.0,370.8579493822912,1847.0,2879.0,2586.1521739130435,2542.0,4052.0,1923.0,443.4577067913757,1995.0,3269.0,2637.086956521739,2672.0,3846.0,1946.0,427.2906976107142,1964.0,3320.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,16957.444444444445,16986.777777777777,17054.666666666668,17029.88888888889,17084.0,17157.333333333332,17215.666666666668,1951.6666666666667,2309.8888888888887,152.22222222222223,2.0,3.2999954,144.0,146.0,4.0,4.0,67.0,67.0,1.0,1.0,22.0,21.0,1.0,2.0,16.0,20.0,4.0,3.0,43.0,31.0,4.0,4.0,54.0,54.0,1.0,1.0,55.0,42.0,8.0,11.0,68.0,68.0,1.0,1.0,24.0,21.0,2.0,1.0,45.0,44.0,2.0,2.0,72.0,68.0,5.0,4.0,12.0,11.0,2.0,2.0,19.0,15.0,1.0,1.0,15.0,11.0,3.0,6.0,14.0,14.0,3.0,3.0
MAR_245,-4.4106956,-5.2546406,0.54948586,0.8666666666666667,0.0,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1,MOZ,circle,0.125663706143592,-24.000108,32.861936,2014,0.0,0.3022820225385,0.3216019280632481,0.4863032177581338,0.1323136994861833,0.1116917960610184,0.1388426146715788,0.4798485829606352,2850.043478260869,2819.5,4545.0,2315.0,409.0338009059329,2349.0,3470.0,3087.413043478261,3091.5,4272.0,2581.0,338.22205055561074,2607.0,3521.0,2554.021739130435,2579.0,3621.0,1901.0,409.24981682450215,1997.0,3223.0,640.1739130434783,596.5,1739.0,435.0,222.30025761762403,450.0,786.0,627.8913043478261,594.0,1328.0,436.0,163.3376375408592,444.0,952.0,872.9565217391304,856.0,1604.0,622.0,177.06384951562802,665.0,1136.0,979.9782608695652,935.5,1986.0,588.0,290.50828687801913,618.0,1338.0,1668.2391304347825,1660.5,2475.0,1315.0,217.7935984189787,1388.0,1860.0,2313.891304347826,2283.5,3610.0,1816.0,370.8579493822912,1847.0,2879.0,2586.1521739130435,2542.0,4052.0,1923.0,443.4577067913757,1995.0,3269.0,2637.086956521739,2672.0,3846.0,1946.0,427.2906976107142,1964.0,3320.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,16957.444444444445,16986.777777777777,17054.666666666668,17029.88888888889,17084.0,17157.333333333332,17215.666666666668,1951.6666666666667,2309.8888888888887,152.22222222222223,2.0,3.2999954,144.0,146.0,4.0,4.0,67.0,67.0,1.0,1.0,22.0,21.0,1.0,2.0,16.0,20.0,4.0,3.0,43.0,31.0,4.0,4.0,54.0,54.0,1.0,1.0,55.0,42.0,8.0,11.0,68.0,68.0,1.0,1.0,24.0,21.0,2.0,1.0,45.0,44.0,2.0,2.0,72.0,68.0,5.0,4.0,12.0,11.0,2.0,2.0,19.0,15.0,1.0,1.0,15.0,11.0,3.0,6.0,14.0,14.0,3.0,3.0
MAR_246,-4.546366,-5.384733,0.37779826,0.2,0.1333333333333333,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1,MOZ,circle,0.125663706143592,-23.997747,32.874729,2014,0.0,0.3022820225385,0.3216019280632481,0.4863032177581338,0.1323136994861833,0.1116917960610184,0.1388426146715788,0.4798485829606352,2850.043478260869,2819.5,4545.0,2315.0,409.0338009059329,2349.0,3470.0,3087.413043478261,3091.5,4272.0,2581.0,338.22205055561074,2607.0,3521.0,2554.021739130435,2579.0,3621.0,1901.0,409.24981682450215,1997.0,3223.0,640.1739130434783,596.5,1739.0,435.0,222.30025761762403,450.0,786.0,627.8913043478261,594.0,1328.0,436.0,163.3376375408592,444.0,952.0,872.9565217391304,856.0,1604.0,622.0,177.06384951562802,665.0,1136.0,979.9782608695652,935.5,1986.0,588.0,290.50828687801913,618.0,1338.0,1668.2391304347825,1660.5,2475.0,1315.0,217.7935984189787,1388.0,1860.0,2313.891304347826,2283.5,3610.0,1816.0,370.8579493822912,1847.0,2879.0,2586.1521739130435,2542.0,4052.0,1923.0,443.4577067913757,1995.0,3269.0,2637.086956521739,2672.0,3846.0,1946.0,427.2906976107142,1964.0,3320.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,16957.444444444445,16986.777777777777,17054.666666666668,17029.88888888889,17084.0,17157.333333333332,17215.666666666668,1951.6666666666667,2309.8888888888887,152.22222222222223,2.0,3.2999954,144.0,146.0,4.0,4.0,67.0,67.0,1.0,1.0,22.0,21.0,1.0,2.0,16.0,20.0,4.0,3.0,43.0,31.0,4.0,4.0,54.0,54.0,1.0,1.0,55.0,42.0,8.0,11.0,68.0,68.0,1.0,1.0,24.0,21.0,2.0,1.0,45.0,44.0,2.0,2.0,72.0,68.0,5.0,4.0,12.0,11.0,2.0,2.0,19.0,15.0,1.0,1.0,15.0,11.0,3.0,6.0,14.0,14.0,3.0,3.0
MAR_247,-4.2566376,-5.0993567,0.53345335,0.6,0.0666666666666666,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1,MOZ,circle,0.125663706143592,-23.992707,32.872003,2014,0.0,0.3022820225385,0.3216019280632481,0.4863032177581338,0.1323136994861833,0.1116917960610184,0.1388426146715788,0.4798485829606352,2850.043478260869,2819.5,4545.0,2315.0,409.0338009059329,2349.0,3470.0,3087.413043478261,3091.5,4272.0,2581.0,338.22205055561074,2607.0,3521.0,2554.021739130435,2579.0,3621.0,1901.0,409.24981682450215,1997.0,3223.0,640.1739130434783,596.5,1739.0,435.0,222.30025761762403,450.0,786.0,627.8913043478261,594.0,1328.0,436.0,163.3376375408592,444.0,952.0,872.9565217391304,856.0,1604.0,622.0,177.06384951562802,665.0,1136.0,979.9782608695652,935.5,1986.0,588.0,290.50828687801913,618.0,1338.0,1668.2391304347825,1660.5,2475.0,1315.0,217.7935984189787,1388.0,1860.0,2313.891304347826,2283.5,3610.0,1816.0,370.8579493822912,1847.0,2879.0,2586.1521739130435,2542.0,4052.0,1923.0,443.4577067913757,1995.0,3269.0,2637.086956521739,2672.0,3846.0,1946.0,427.2906976107142,1964.0,3320.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,16957.444444444445,16986.777777777777,17054.666666666668,17029.88888888889,17084.0,17157.333333333332,17215.666666666668,1951.6666666666667,2309.8888888888887,152.22222222222223,2.0,3.2999954,144.0,146.0,4.0,4.0,67.0,67.0,1.0,1.0,22.0,21.0,1.0,2.0,16.0,20.0,4.0,3.0,43.0,31.0,4.0,4.0,54.0,54.0,1.0,1.0,55.0,42.0,8.0,11.0,68.0,68.0,1.0,1.0,24.0,21.0,2.0,1.0,45.0,44.0,2.0,2.0,72.0,68.0,5.0,4.0,12.0,11.0,2.0,2.0,19.0,15.0,1.0,1.0,15.0,11.0,3.0,6.0,14.0,14.0,3.0,3.0
MAR_248,-0.8266795,0.27602753,-0.28886715,0.2666666666666666,0.1333333333333333,0,0,0,4,4,4,4,4,0,0.0,0.0,0.1,0.1.1,0.1.1.1,0.1.1.1,MOZ,circle,0.125663706143592,-23.983897,32.878139,2014,0.0,0.3022820225385,0.3216019280632481,0.4863032177581338,0.1323136994861833,0.1116917960610184,0.1388426146715788,0.4798485829606352,2850.043478260869,2819.5,4545.0,2315.0,409.0338009059329,2349.0,3470.0,3087.413043478261,3091.5,4272.0,2581.0,338.22205055561074,2607.0,3521.0,2554.021739130435,2579.0,3621.0,1901.0,409.24981682450215,1997.0,3223.0,640.1739130434783,596.5,1739.0,435.0,222.30025761762403,450.0,786.0,627.8913043478261,594.0,1328.0,436.0,163.3376375408592,444.0,952.0,872.9565217391304,856.0,1604.0,622.0,177.06384951562802,665.0,1136.0,979.9782608695652,935.5,1986.0,588.0,290.50828687801913,618.0,1338.0,1668.2391304347825,1660.5,2475.0,1315.0,217.7935984189787,1388.0,1860.0,2313.891304347826,2283.5,3610.0,1816.0,370.8579493822912,1847.0,2879.0,2586.1521739130435,2542.0,4052.0,1923.0,443.4577067913757,1995.0,3269.0,2637.086956521739,2672.0,3846.0,1946.0,427.2906976107142,1964.0,3320.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,16957.444444444445,16986.777777777777,17054.666666666668,17029.88888888889,17084.0,17157.333333333332,17215.666666666668,1951.6666666666667,2309.8888888888887,152.22222222222223,2.0,3.2999954,144.0,146.0,4.0,4.0,67.0,67.0,1.0,1.0,22.0,21.0,1.0,2.0,16.0,20.0,4.0,3.0,43.0,31.0,4.0,4.0,54.0,54.0,1.0,1.0,55.0,42.0,8.0,11.0,68.0,68.0,1.0,1.0,24.0,21.0,2.0,1.0,45.0,44.0,2.0,2.0,72.0,68.0,5.0,4.0,12.0,11.0,2.0,2.0,19.0,15.0,1.0,1.0,15.0,11.0,3.0,6.0,14.0,14.0,3.0,3.0
MAR_249,-4.7642264,-5.55706,-0.04281221,0.4666666666666667,0.0666666666666666,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1,MOZ,circle,0.125663706143592,-23.983386,32.854725,2014,0.0,0.3022820225385,0.3216019280632481,0.4863032177581338,0.1323136994861833,0.1116917960610184,0.1388426146715788,0.4798485829606352,2850.043478260869,2819.5,4545.0,2315.0,409.0338009059329,2349.0,3470.0,3087.413043478261,3091.5,4272.0,2581.0,338.22205055561074,2607.0,3521.0,2554.021739130435,2579.0,3621.0,1901.0,409.24981682450215,1997.0,3223.0,640.1739130434783,596.5,1739.0,435.0,222.30025761762403,450.0,786.0,627.8913043478261,594.0,1328.0,436.0,163.3376375408592,444.0,952.0,872.9565217391304,856.0,1604.0,622.0,177.06384951562802,665.0,1136.0,979.9782608695652,935.5,1986.0,588.0,290.50828687801913,618.0,1338.0,1668.2391304347825,1660.5,2475.0,1315.0,217.7935984189787,1388.0,1860.0,2313.891304347826,2283.5,3610.0,1816.0,370.8579493822912,1847.0,2879.0,2586.1521739130435,2542.0,4052.0,1923.0,443.4577067913757,1995.0,3269.0,2637.086956521739,2672.0,3846.0,1946.0,427.2906976107142,1964.0,3320.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,16957.444444444445,16986.777777777777,17054.666666666668,17029.88888888889,17084.0,17157.333333333332,17215.666666666668,1951.6666666666667,2309.8888888888887,152.22222222222223,2.0,3.2999954,144.0,146.0,4.0,4.0,67.0,67.0,1.0,1.0,22.0,21.0,1.0,2.0,16.0,20.0,4.0,3.0,43.0,31.0,4.0,4.0,54.0,54.0,1.0,1.0,55.0,42.0,8.0,11.0,68.0,68.0,1.0,1.0,24.0,21.0,2.0,1.0,45.0,44.0,2.0,2.0,72.0,68.0,5.0,4.0,12.0,11.0,2.0,2.0,19.0,15.0,1.0,1.0,15.0,11.0,3.0,6.0,14.0,14.0,3.0,3.0
MAR_25,-0.09783717,1.2633222,0.7021654,0.8,0.2666666666666666,1,1,1,0,5,2,2,2,1,1.0,1.0,1,1.1,1.1,1.1,MOZ,circle,0.125663706143592,-15.177598,36.600099,2015,9.0,0.2461493953869524,0.1724698991213797,0.7963402236529991,0.0497857050088748,0.2019105652816299,0.0650821724120375,0.6543275229704693,2236.590361445783,2037.0,4545.0,1057.0,922.40462381082,1160.5,3783.0,2251.0361445783133,2115.0,3702.0,1246.0,499.598258984473,1426.5,3046.0,1655.7469879518071,1764.5,2505.0,521.0,479.5557895198554,929.0,2375.0,467.0963855421687,452.0,966.0,145.0,192.87761363713875,205.5,738.0,542.2530120481928,522.0,1284.0,223.0,186.7854154011769,315.6666666666667,870.0,736.6144578313254,737.3333333333334,1354.0,412.0,164.7894480863676,481.75,1018.0,783.2650602409639,813.0,1670.0,205.0,264.8198334734391,396.0,1150.0,1137.566265060241,1156.0,1781.0,633.0,265.1776032616488,692.0,1526.0,1747.012048192771,1658.0,3841.0,676.0,822.5706619073796,776.8,3208.0,2007.8192771084337,1848.0,4452.0,789.0,1006.98658351908,862.0,3872.0,2082.192771084337,1786.0,4616.0,786.0,974.7669657605884,951.0,3913.0,234.0,124.0,60.0,2367.0,336.0,132.0,204.0,252.0,213.0,259.0,199.0,1162.0,251.0,9.0,99.0,716.0,31.0,338.0,35.0,17125.81818181818,17154.0,17220.272727272728,17191.636363636364,17256.363636363636,17304.272727272728,17353.81818181818,1200.0,4865.090909090909,322.8181818181818,0.0,12.299988,133.0,135.0,4.0,4.0,70.0,70.0,1.0,1.0,26.0,26.0,1.0,1.0,24.0,28.0,1.0,2.0,43.0,33.0,4.0,4.0,55.0,55.0,3.0,4.0,73.0,54.0,9.0,6.0,60.0,60.0,1.0,1.0,26.0,24.0,2.0,2.0,47.0,44.0,2.0,3.0,54.0,50.0,5.0,6.0,16.0,15.0,2.0,2.0,24.0,19.0,1.0,1.0,14.0,11.0,5.0,7.0,11.0,10.0,2.0,2.0
