plot_id,UMAP1,UMAP2,UMAP3,perturbation,singularity,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,lineage2,lineage3,lineage4,lineage5,lineage6,lineage7,lineage8
MAR_279,-2.0426567,-2.8472273,-0.2212119,0.0,0.6666666666666666,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_28,0.04633524,1.0860438,0.9280698,0.8666666666666667,0.3333333333333333,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_280,-3.7590606,-4.8182554,2.1707308,0.0,0.6666666666666666,0,2,2,2,0,6,6,6,0,0.1,0.1,0.1,0.1,0.1.1,0.1.1
MAR_281,-0.4161057,2.0279768,0.5800276,0.8,0.0,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_282,-0.4161057,2.0279768,0.5800276,0.7333333333333333,0.0,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_283,-3.7590606,-4.8182554,2.1707308,0.0,0.2,0,2,2,2,0,6,6,6,0,0.1,0.1,0.1,0.1,0.1.1,0.1.1
MAR_288,-5.0737014,-5.8972244,-0.12129687,0.0,1.0666666666666667,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_289,-0.4161057,2.0279768,0.5800276,0.6,0.0,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_290,-5.0737014,-5.8972254,-0.12129712,0.0,1.2666666666666666,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_291,-5.0159454,-5.8168883,-0.0727174,1.2666666666666666,0.26666666666666666,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_292,-4.6224074,-5.4479795,0.30334193,0.6666666666666666,0.0,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_293,-4.9996862,-5.8083706,-0.043470945,0.06666666666666667,1.2,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_294,-3.7590606,-4.8182554,2.1707308,0.0,0.13333333333333333,0,2,2,2,0,6,6,6,0,0.1,0.1,0.1,0.1,0.1.1,0.1.1
MAR_295,-5.0737014,-5.8972244,-0.12129687,0.0,1.1333333333333333,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_296,-1.7498689,-1.663291,0.22279254,0.4666666666666667,0.5333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_297,-1.2843534,-1.31209,0.85309803,0.4666666666666667,0.6666666666666666,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_298,-0.7428829,2.0828383,1.4531952,0.4666666666666667,0.2,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_299,-5.0737014,-5.8972244,-0.12129687,0.0,1.0666666666666667,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_3,-1.5740411,-1.2004263,0.7958857,0.3333333333333333,0.26666666666666666,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_30,-1.3271261,-1.0538653,0.8581896,0.8,0.7333333333333333,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_301,-4.6068554,-5.431411,0.0952027,1.0,0.06666666666666667,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_302,-1.2151035,-1.0028306,-0.31259018,0.26666666666666666,0.7333333333333333,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_303,-1.6900436,-1.4194763,0.2939083,0.4666666666666667,0.4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_305,-5.0737014,-5.8972244,-0.12129687,0.0,1.0666666666666667,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_306,-5.020694,-5.814725,-0.19761969,1.1333333333333333,0.2,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_307,-1.3099627,-1.3806636,0.6098795,0.4,0.7333333333333333,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_309,-1.401419,-1.417193,0.15109582,0.2,0.4666666666666667,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_31,-0.84105295,-0.3606335,0.82279474,0.2,0.4666666666666667,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_310,-1.4170566,-1.4905875,0.47632796,0.5333333333333333,1.2,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_311,-1.7648443,-1.9414586,0.04457507,0.6666666666666666,0.6,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_312,-1.7238253,-2.1102962,-0.010591102,0.8666666666666667,1.1333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_314,-4.618657,-5.44328,0.28520176,0.9333333333333333,0.2,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_315,-1.3339741,-1.377139,0.63719976,1.6,0.8666666666666667,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_316,-1.4982922,-1.4921787,-0.022928907,0.06666666666666667,0.8,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_317,-1.9993448,-2.680519,-0.18067418,1.0666666666666667,0.2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_318,-0.8520623,-3.5470805,-4.452565,1.1333333333333333,0.06666666666666667,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_319,-1.3741674,-1.7312952,0.553771,0.4,0.26666666666666666,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_32,-1.2171341,-1.1429267,0.8827646,0.06666666666666667,1.0,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_320,-1.2843534,-1.31209,0.85309803,0.2,1.0,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_321,-4.9924016,-5.814811,-0.12767711,1.3333333333333333,0.13333333333333333,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_322,-0.85748,-3.539533,-4.4561996,0.0,0.2,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_324,-0.86883116,-3.562065,-4.4620204,0.0,0.26666666666666666,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_325,-0.8596049,-3.5564892,-4.448792,0.0,0.06666666666666667,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_326,-0.85624593,-3.5545094,-4.462585,0.0,0.26666666666666666,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_327,-1.5094941,-1.322498,0.80425894,1.4,0.26666666666666666,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_328,-1.5063328,-1.3189992,0.85666764,0.4666666666666667,0.26666666666666666,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_329,-1.6021737,-2.0113423,0.518886,0.0,0.26666666666666666,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_33,-0.48018926,0.7495302,0.31418943,0.4,0.4,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_330,-1.6739331,-1.4304631,0.46297088,0.5333333333333333,0.4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_331,-1.6156093,-1.3753157,0.70452535,0.4,0.3333333333333333,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_332,-1.567859,-1.4381944,0.7647798,0.5333333333333333,0.7333333333333333,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_333,-2.0321302,-2.8520746,-0.22912902,0.0,0.26666666666666666,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_334,-1.6362258,-1.9209158,0.31457147,0.6666666666666666,0.13333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_335,-1.5281442,-1.3038088,0.83832633,0.6,0.3333333333333333,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_336,-1.6208366,-1.4436982,0.43638256,0.5333333333333333,0.6,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_337,-1.8080262,-2.3241153,0.028807001,0.26666666666666666,0.4666666666666667,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_338,-1.7697302,-2.2483723,0.21760893,0.6,0.5333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_339,-0.8758239,-3.5397956,-4.416596,0.26666666666666666,0.06666666666666667,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_34,-0.6727029,0.3863644,-0.21605264,0.8666666666666667,0.26666666666666666,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_340,-5.0737014,-5.8972244,-0.12129687,0.0,1.1333333333333333,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_341,-2.0353158,-2.850197,-0.25464183,0.13333333333333333,0.4666666666666667,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_342,-1.0403204,-0.26731312,-0.09214643,0.8,0.4,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_343,-4.5879145,-5.359667,-0.07495639,0.5333333333333333,0.06666666666666667,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_344,-2.5434277,-3.3996851,-0.0049776705,0.0,0.4666666666666667,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_345,-1.5791571,-1.3299673,0.8082267,0.13333333333333333,0.2,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_346,-2.0536747,-2.870168,-0.2542618,0.0,0.2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_347,-0.8638243,-3.5607178,-4.4794927,0.0,0.6666666666666666,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_348,-2.0161026,-2.7889574,-0.20619692,0.2,0.06666666666666667,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_349,-1.6765299,-1.5406897,0.3976538,0.8666666666666667,0.26666666666666666,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_35,-1.0014921,-0.5858926,-0.44928667,0.2,0.5333333333333333,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_350,-0.8623838,-3.5510168,-4.456674,0.06666666666666667,0.0,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_351,-1.859198,-1.6424445,-0.26640743,0.4666666666666667,0.06666666666666667,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_352,-1.8387626,-2.3903291,-0.015189615,0.06666666666666667,0.5333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_353,-0.8607282,-3.5465066,-4.4641004,0.0,0.0,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_354,-4.5382304,-5.3050127,-0.04126009,0.7333333333333333,0.13333333333333333,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_355,-1.9411799,-2.613764,-0.16023867,0.26666666666666666,0.3333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_356,-1.7831036,-2.3332818,0.17179212,0.5333333333333333,0.13333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_357,-0.87116104,-3.5486445,-4.426512,0.13333333333333333,0.5333333333333333,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_359,-1.8716892,-2.410212,-0.018948792,0.13333333333333333,0.8666666666666667,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_36,1.4486145,3.5537183,0.98496354,0.0,1.1333333333333333,1,1,1,0,2,0,1,0,1,1,1,1,1,1,1
MAR_360,-0.86241037,-3.547169,-4.4713798,0.0,0.6,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_361,-1.7635654,-1.9370551,-0.05931915,0.6,0.06666666666666667,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_362,-1.7491759,-2.319527,0.18465662,0.6666666666666666,0.7333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_363,-0.8897689,-3.4865258,-4.315773,0.0,0.26666666666666666,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_364,-2.039425,-2.8826387,-0.2464315,0.13333333333333333,0.13333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_365,-2.1094184,-2.943045,-0.1780778,0.3333333333333333,0.13333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_366,-1.2636105,-1.2048637,0.8664155,0.6666666666666666,0.4,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_367,-1.7370481,-2.145653,-0.24663222,0.3333333333333333,0.26666666666666666,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_368,-2.0320618,-2.832883,-0.21405235,0.0,0.5333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_369,-5.0579925,-5.87922,-0.127423,0.06666666666666667,0.4,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_37,-0.9175727,0.0817064,-0.27176893,0.3333333333333333,0.4,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_370,-0.8482006,-3.5272348,-4.4536157,0.06666666666666667,0.4666666666666667,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_371,-1.5934904,-2.0313594,0.4860627,0.13333333333333333,0.13333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_372,-0.87786084,-3.55502,-4.427472,0.6666666666666666,0.13333333333333333,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_373,-0.9224768,-0.018259278,-0.26789218,1.6666666666666667,0.13333333333333333,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_374,-1.6447706,-2.0829346,0.4730553,0.13333333333333333,0.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_375,-2.0430114,-2.8528848,-0.24305923,0.0,0.4666666666666667,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_376,-1.8829285,-2.4665854,-0.26045746,0.26666666666666666,0.7333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_377,-1.486647,-1.5656923,0.5994607,0.8666666666666667,0.8666666666666667,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_378,-2.070059,-2.9008372,-0.25830132,0.2,0.26666666666666666,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_379,-0.8820012,-3.5689147,-4.436828,0.8666666666666667,0.06666666666666667,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_38,-0.9515507,-0.06509841,0.020842463,0.6,0.6,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_380,-0.8586372,-3.5384629,-4.4512753,0.3333333333333333,0.13333333333333333,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_381,-0.8574799,-3.5395327,-4.456199,0.06666666666666667,0.13333333333333333,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_382,-1.345821,-1.2666581,0.10935899,0.2,0.6,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_383,-1.428322,-1.6132575,-0.26365846,0.4666666666666667,0.13333333333333333,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_384,-0.8612222,-3.5557842,-4.469951,0.0,0.4666666666666667,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_385,-1.671731,-2.0134828,-0.21575223,0.5333333333333333,0.2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_386,-5.0964346,-5.9237833,-0.13435961,0.0,0.2,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_387,-1.6817752,-1.683179,-0.06678754,0.4666666666666667,0.6666666666666666,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
MAR_388,-4.9562716,-5.732315,-0.1422236,0.4,0.4,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_389,-0.8755431,-3.551679,-4.4267683,0.0,0.7333333333333333,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_39,-0.8829922,-0.20929833,0.17318451,0.6666666666666666,0.26666666666666666,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_390,-4.7293553,-5.534541,0.0053261844,0.5333333333333333,0.2,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_391,-0.8583203,-3.5355747,-4.455343,0.0,0.13333333333333333,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_392,-0.88463634,-3.5736396,-4.4591413,0.2,0.6666666666666666,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_393,-4.718459,-5.5316358,-0.012877,0.7333333333333333,0.13333333333333333,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_394,-4.5005264,-5.2184734,-0.1957602,0.13333333333333333,0.06666666666666667,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_395,-0.8742948,-3.4671052,-4.34174,0.0,0.26666666666666666,0,0,3,3,3,3,7,7,0,0,0.1,0.1.1,0.1.1,0.1.1,0.1.1.1
MAR_396,-5.015604,-5.8308525,-0.07097174,0.06666666666666667,0.5333333333333333,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_397,-5.0737014,-5.8972244,-0.12129687,0.0,1.2,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_398,-4.9558563,-5.7664876,-0.034467455,0.3333333333333333,1.1333333333333333,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_399,-4.9717727,-5.7932706,-0.075088605,0.3333333333333333,1.3333333333333333,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_4,-0.0024961792,0.94103354,0.84136784,0.7333333333333333,0.4,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_40,-0.8572946,-0.34742028,-0.7221676,0.4,0.13333333333333333,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_400,-5.0737014,-5.8972244,-0.12129687,0.06666666666666667,1.2,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_401,-4.615516,-5.431966,0.22124633,0.4666666666666667,0.0,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_402,-4.6414814,-5.453701,0.11648151,1.1333333333333333,0.6,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_403,-4.685953,-5.509547,0.21928738,0.7333333333333333,0.0,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_404,-4.570216,-5.3962173,0.30699605,0.8666666666666667,0.0,0,2,2,2,0,5,5,5,0,0.1,0.1,0.1,0.1,0.1,0.1
MAR_41,-0.85630137,-0.33344084,-0.6235291,0.4666666666666667,0.13333333333333333,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_42,-1.0284988,-0.73458827,-0.45265836,0.6,0.4666666666666667,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_43,-0.81469476,0.092018865,-0.4822641,0.0,0.6666666666666666,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_44,-0.9563562,-0.5914939,-0.43018705,0.13333333333333333,0.5333333333333333,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_45,0.9097131,1.6708453,1.5103213,0.5333333333333333,0.26666666666666666,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_46,-0.8783505,-0.3965776,-0.60646224,0.13333333333333333,0.13333333333333333,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_47,-0.8671821,-0.26593545,-0.60459876,0.13333333333333333,0.06666666666666667,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_48,-1.2432535,-0.9938243,-0.1432067,0.0,0.8666666666666667,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_49,-1.3184723,-1.3079425,0.49724662,0.4666666666666667,1.2666666666666666,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_5,1.3867644,3.4226768,1.0026809,0.13333333333333333,1.6,1,1,1,0,2,0,1,0,1,1,1,1,1,1,1
MAR_50,-0.7980887,-0.3268782,-0.60166115,0.7333333333333333,0.13333333333333333,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_51,-0.57642335,0.6285502,-0.096300825,0.3333333333333333,1.0666666666666667,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_52,-0.81513864,-0.011714583,-0.024327707,1.2,0.26666666666666666,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_53,-0.17332657,1.1867046,0.66469395,0.6,0.2,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_54,-0.76308024,0.2583846,-0.23797722,0.3333333333333333,0.2,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_56,-1.1455895,-0.7923058,-0.3686932,0.3333333333333333,0.8,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_57,-0.7840423,0.26700425,-0.3078437,0.2,0.3333333333333333,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_58,-0.9554053,-0.50528985,-0.5603572,0.2,0.26666666666666666,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_59,-0.87402606,0.25139773,-0.264158,0.0,0.6,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_6,0.16262455,2.1311154,0.86296475,0.8,0.2,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_60,-0.72789603,0.08370798,0.3103475,0.6,0.2,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_61,-0.34526223,0.57203144,0.5699965,0.8666666666666667,0.0,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_62,0.097622715,1.5711458,0.63866144,0.8666666666666667,0.2,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_63,0.7484823,1.9394802,0.9930743,0.8666666666666667,0.6,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_64,0.052324597,1.2604918,0.7192315,0.8,0.13333333333333333,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_65,-0.50246483,0.4336595,0.52201414,0.6,0.3333333333333333,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_66,-0.31878564,1.7038211,1.6546116,0.8666666666666667,0.13333333333333333,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_67,-0.874264,-0.43452793,-0.47314334,0.6,0.26666666666666666,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_68,-0.95169026,-0.5461071,0.51229906,0.06666666666666667,0.5333333333333333,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_69,-0.7900672,0.29445842,-0.2916593,0.06666666666666667,0.4666666666666667,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_7,-0.95172673,-0.3876368,-0.4852511,0.4666666666666667,0.4666666666666667,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_71,-1.1335944,-1.0487317,0.83171725,0.13333333333333333,0.6666666666666666,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_72,-1.1663011,-1.0406414,0.8688529,0.26666666666666666,0.5333333333333333,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0
MAR_73,1.1616827,2.6525788,1.0381896,0.4,0.3333333333333333,1,1,1,0,2,0,1,0,1,1,1,1,1,1,1
MAR_74,0.20296411,1.1074173,0.95961034,0.8,0.13333333333333333,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_75,-0.7316669,-0.32766366,-0.009231037,0.5333333333333333,0.6,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_76,0.31063765,1.3057084,2.4377525,0.2,0.2,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_77,0.07404473,1.3072739,0.74451303,1.0666666666666667,0.0,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_78,-0.8026222,0.2957606,-0.33545488,0.0,0.5333333333333333,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_80,1.3392259,3.6244276,1.0320762,0.0,2.0,1,1,1,0,2,0,1,0,1,1,1,1,1,1,1
MAR_81,0.31228513,1.1268232,2.6034238,0.0,0.13333333333333333,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_84,0.06336688,1.4453154,0.68829286,0.6666666666666666,0.26666666666666666,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_85,0.22122851,2.275901,1.9383084,0.9333333333333333,0.06666666666666667,1,1,1,0,5,2,2,2,1,1,1,1,1.1,1.1,1.1
MAR_87,-0.75056684,0.6490944,-0.13076499,0.4,1.2,0,0,0,4,4,4,4,4,0,0,0,0.1,0.1.1,0.1.1.1,0.1.1.1
MAR_88,1.2538743,3.1554677,0.9137579,1.3333333333333333,0.4,1,1,1,0,2,0,1,0,1,1,1,1,1,1,1
